Question,Answer
Orhan Erman kimdir?,"Orhan Erman Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Animal Systematics and Taxonomy, Acarology"
Müge Ünal Çilek kimdir?,"Müge Ünal Çilek Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Şehir ve Bölge Planlama, Peyzaj Mimarlığı"
Hüseyin Suha Aksoy kimdir?,"Hüseyin Suha Aksoy Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mühendislik, İnşaat Geoteknik Mühendisliği, İnşaat Mühendisliğinde Zemin Mekaniği"
Taner Akbulut kimdir?,"Taner Akbulut Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Spor ve Egzersiz Beslenmesi, Antrenman, Egzersiz Fizyolojisi, Fiziksel Uygunluk"
Songül Karabatak kimdir?,Songül Karabatak Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Neslihan Göker kimdir?,"Neslihan Göker Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sinema Sosyolojisi, Sinema, Film Eleştirisi, Sinema Kuramları, Sinema ve Estetik, Sinema Tarihi"
M. Taner Şengün kimdir?,"M. Taner Şengün Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biogeography, Ecology in Geography, Natural Hazards, Geomorphology and Earth Surface Processes, Physical Geography"
Nihat Tosun kimdir?,"Nihat Tosun Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Tasarımı ve Makine Elemanları, CAD/CAM Sistemleri, İmalat Süreçleri ve Teknolojileri, Makine İle İşleme"
Erkan Tanyıldızı kimdir?,"Erkan Tanyıldızı Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Information and Computing Sciences, Data Structures and Algorithms, Query Processing and Optimisation, Data Mining and Knowledge Discovery"
Fethi Ahmet Canpolat kimdir?,"Fethi Ahmet Canpolat Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kırsal ve Bölgesel Coğrafya, Yerleşme Coğrafyası, Kırsal Kalkınma, Kentsel Alan Yönetimi, Coğrafi Bilgi Sistemleri"
Müjdat Fırat kimdir?,"Müjdat Fırat Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İçten Yanmalı Motorlar, Otomotiv Yanma ve Yakıt Mühendisliği"
Yelda Sevim kimdir?,"Yelda Sevim Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Suçun Sosyolojik Çalışmaları, Aile Sosyolojisi, Göç Sosyolojisi, Kırsal Sosyoloji"
Onur Canpolat kimdir?,"Onur Canpolat Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka, Bulanık Hesaplama, Planlama ve Karar Verme, Yöneylem Araştırması, Çok Ölçütlü Karar Verme, Üretimde Optimizasyon"
Mahmut Kaya kimdir?,"Mahmut Kaya Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Örüntü Tanıma, Makine Öğrenme, Derin Öğrenme, Nöral Ağlar, Yapay Görme, Yapay Zeka"
Vildan Donmuş Kaya kimdir?,"Vildan Donmuş Kaya Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Education, Open and Distance Learning, Curriculum and Instration , Instructional Design, Instructional Technologies, Lifelong learning, Adult Education, Educational Psychology"
İrfan Emre kimdir?,"İrfan Emre Fırat Üniversite kurumunda Prof. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biochemistry and Cell Biology (Other), Mathematical Sciences"
Nilüfer Yıldırım kimdir?,"Nilüfer Yıldırım Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ağız Araştırmaları Bilimi, Yeni Türk Dili (Eski Anadolu, Osmanlı, Türkiye Türkçesi)"
Murat Ögetürk kimdir?,Murat Ögetürk Fırat Üniversite kurumunda Prof. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Anatomi
Mete Onur Kaman kimdir?,"Mete Onur Kaman Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Katı Mekanik, Malzeme Tasarım ve Davranışları, Kompozit ve Hibrit Malzemeler"
Ayşe Gürel İnanlı kimdir?,"Ayşe Gürel İnanlı Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Endüstriyel Mikrobiyoloji , Nanobiyoteknoloji, Nanoteknoloji, Gıda Ambalajlama, Saklama ve İşleme, Gıda Biyoteknolojisi, Gıda Mikrobiyolojisi, Gıda Teknolojileri, Avlanma Sonrası Balıkçılık Teknolojileri (Ulaşım dahil)"
İhsan Esen kimdir?,İhsan Esen Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çocuk Endokrinolojisi
Çetin Tan (fırat Üni. Spor Bilimleri Fak. Eğitim Yönetimi) kimdir?,Çetin Tan (fırat Üni. Spor Bilimleri Fak. Eğitim Yönetimi) Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beden Eğitimi ve Oyun
Resat Celıkel kimdir?,Resat Celıkel Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Makineleri ve Sürücüler
Sinan Çalik kimdir?,Sinan Çalik Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Matematik Eğitimi
Dönüş Şengür kimdir?,Dönüş Şengür Fırat Üniversite kurumunda Yrd. Doç. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Ahmed İhsan Şimşek kimdir?,"Ahmed İhsan Şimşek Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Decision Support and Group Support Systems, Planning and Decision Making, Time-Series Analysis, Operations Research, Quantitative Decision Methods , Operations Research İn Mathematics, Multiple Criteria Decision Making"
Ezgi Yaraşır kimdir?,"Ezgi Yaraşır Fırat Üniversite kurumunda Dr. Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Koruyucu Sağlık Hizmetleri, Sağlığın Geliştirilmesi, Sağlığın Sosyal Belirleyicileri, Sağlık Okuryazarlığı, Fizyoterapi"
Ercan Alkaya kimdir?,"Ercan Alkaya Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Güney-Batı (Oğuz) Türk Lehçeleri ve Edebiyatları, Güney-Doğu (Yeni Uygur/Özbek) Türk Lehçeleri ve Edebiyatları, Kuzey-Batı (Kıpçak) Türk Lehçeleri ve Edebiyatları, Dil Çalışmaları, Dilbilim"
Cem Ayden kimdir?,"Cem Ayden Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgi Sistemleri Organizasyonu ve Yönetimi, Yönetim Bilişim Sistemleri, Organizasyon ve Yönetim Teorisi"
Yeşim Kubar kimdir?,"Yeşim Kubar Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uygulamalı Makro Ekonometri, Ekonomi Politik Teorisi"
Mehmet Karahan kimdir?,Mehmet Karahan Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnovasyon Yönetimi
Mehmet Zülfü Çoban kimdir?,"Mehmet Zülfü Çoban Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uygulamalı Bilgi İşleme, Hidrobiyoloji"
Muhsin Tunay Gençoğlu kimdir?,"Muhsin Tunay Gençoğlu Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Enerjisi Üretimi (Yenilenebilir Kaynaklar Dahil, Fotovoltaikler Hariç), Elektrik Tesisleri, Yüksek Gerilim, Yenilenebilir Enerji Sistemleri"
Kenan Koran kimdir?,"Kenan Koran Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genotoksisite ve Sitotoksisite, Fotonik, Optoelektronik ve Optik İletişim, Kimya, Elektrokimya, Fotokimya, Biyoinorganik Kimya, Organometalik Kimya, İnorganik Kimya (Diğer), Fotonik ve Elektro-Optik Cihazlar, Sensörler ve Sistemler (İletişim Hariç), Fotovoltaik Cihazlar (Güneş Pilleri)"
Ayşe Esra Peker kimdir?,"Ayşe Esra Peker Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bölgesel Ekonomi, Doğal Kaynaklar Ekonomisi, Tarım Ekonomisi, Yeşil Ekonomi"
Faruk Karaca kimdir?,"Faruk Karaca Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Mühendisliği, Biyomekanik"
Sefa Kazanç kimdir?,"Sefa Kazanç Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fizik, Malzeme Fiziği, Yoğun Madde Fiziği"
Emine Işıl Arslan Topal kimdir?,"Emine Işıl Arslan Topal Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çevre Mühendisliği, Çevre Kirliliği ve Önlenmesi"
Figen Balo kimdir?,"Figen Balo Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Termodinamik ve İstatistiksel Fizik, Yenilenebilir Enerji Sistemleri, Enerji Üretimi, Dönüşüm ve Depolama (Kimyasal ve Elektiksel hariç), Otomotivde Isı Transferi"
Filiz Ersöğütçü kimdir?,Filiz Ersöğütçü Fırat Üniversite kurumunda Doç. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ruh Sağlığı Hemşireliği
Yunus Gülcü kimdir?,"Yunus Gülcü Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Büyüme, Enflasyon, Davranışsal İktisat"
Mustafa Yağbasan kimdir?,"Mustafa Yağbasan Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Dilbilim, İletişim ve Medya Çalışmaları, Örgütsel, Kişilerarası ve Kültürlerarası İletişim, Sosyal Medya Çalışmaları, Sinema"
Şener Demirel kimdir?,"Şener Demirel Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Osmanlı Sahası Klasik Türk Edebiyatı, Türkçe Eğitimi"
Burak Tasci kimdir?,"Burak Tasci Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka, Elektrik Mühendisliği, Elektronik, Gömülü Sistemler"
Sümeyye Barut kimdir?,"Sümeyye Barut Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yenidoğan, Kadın Hastalıkları ve Doğum, Sağlık Bilimleri, Ebelik"
Dursun Özer kimdir?,"Dursun Özer Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hücre Metabolizması, Endüstriyel Biyoteknoloji"
Ömer Şükrü Yusufoğlu kimdir?,"Ömer Şükrü Yusufoğlu Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yoksulluk Çalışmaları, Aile Sosyolojisi, Boş Zaman Sosyolojisi"
İlke Bezen Tozkoparan kimdir?,"İlke Bezen Tozkoparan Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: E-Devlet, Çevre Yönetimi, Çevre Yönetimi (Diğer), Ekoloji, Sürdürülebilirlik ve Enerji, Çevre Politikası, Kamu Yönetimi, Kentleşme Politikaları, Yerel Yönetimler, Atık Yönetimi, Azaltma, Yeniden Kullanım ve Geri Dönüşüm, Katı ve Tehlikeli Atıklar"
Müzeyyen Bulut Özek kimdir?,Müzeyyen Bulut Özek Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Öğretim Teknolojileri
Abdulkadir Sengur kimdir?,Abdulkadir Sengur Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Image Processing
Sümeyra Zeynep Et kimdir?,Sümeyra Zeynep Et Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim
Mürşide Dartay kimdir?,"Mürşide Dartay Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Aquaculture and Fisheries, Fisheries Technologies"
Taner Alataş kimdir?,Taner Alataş Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnşaat Mühendisliği
Mehmet Kaya kimdir?,"Mehmet Kaya Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Machine Learning, Data Mining and Knowledge Discovery, Artificial Intelligence, Natural Language Processing"
Mihriban Alyamac Kulahci kimdir?,Mihriban Alyamac Kulahci Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Cebirsel ve Diferansiyel Geometri
Mustafa Yılmaz kimdir?,Mustafa Yılmaz Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Acil Tıp
Ali Said Durmuş kimdir?,Ali Said Durmuş Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Cerrahi
Mutlu Deveci kimdir?,Mutlu Deveci Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Sahası Yeni Türk Edebiyatı
Uğur Deveci kimdir?,Uğur Deveci Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çocuk Gastroenterolojisi
Fatih Biryan kimdir?,"Fatih Biryan Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimya, Reaksiyon Kinetiği ve Dinamikleri, Polimerizasyon Mekanizmaları"
Yeliz Suna Dağ kimdir?,"Yeliz Suna Dağ Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hemşirelik, Çocuk Sağlığı ve Hastalıkları Hemşireliği"
İsmail Kavaz kimdir?,"İsmail Kavaz Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ekonometri, Zaman Serileri Analizi, Makro İktisat, Büyüme, Uluslararası İktisatta Bölgesel Gelişme ve Küreselleşme"
Yahya Şahin kimdir?,"Yahya Şahin Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim, Eğitimde ve Psikolojide Ölçme Teorileri ve Uygulamaları, Aile Danışmanlığı, Kariyer Danışmanlığı, Psikolojik Danışmanlık Eğitimi"
Ferhat Uçar kimdir?,"Ferhat Uçar Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sinyal İşleme, Programlama Dilleri, Modelleme ve Simülasyon, Veri Mühendisliği ve Veri Bilimi, Büyük Veri, Nöral Ağlar, Derin Öğrenme, Örüntü Tanıma, Yapay Zeka, Makine Öğrenme, Veri Madenciliği ve Bilgi Keşfi, Görüntü İşleme"
Oğuzhan Katar kimdir?,"Oğuzhan Katar Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görüntü İşleme, Ağ Oluşturma ve İletişim, Yapay Zeka, Bilgisayar Yazılımı"
Semiha Dertli kimdir?,Semiha Dertli Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çocuk Sağlığı ve Hastalıkları Hemşireliği
Yasemin Aslan Topçuoğlu kimdir?,"Yasemin Aslan Topçuoğlu Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yer Bilimleri ve Jeoloji Mühendisliği, Uygulamalı Jeoloji"
Gökhan Gökdere kimdir?,"Gökhan Gökdere Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İstatistik, Uygulamalı İstatistik"
Seher Çevik Aktura kimdir?,"Seher Çevik Aktura Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hemşirelik, Akut Bakım, Hemşirelik Eğitimi, Hemşirelik Esasları, Subakut Bakım"
Serpil Mişe Yonar kimdir?,"Serpil Mişe Yonar Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Balık Yetiştiriciliği, Balık Zararlıları ve Hastalıkları, Kabuklu Su Ürünleri Yetiştiriciliği"
Nilüfer Nacar Koçer kimdir?,"Nilüfer Nacar Koçer Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Atık Yönetimi, Azaltma, Yeniden Kullanım ve Geri Dönüşüm"
Melek Yılgın kimdir?,Melek Yılgın Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji
Mustafa Kanık kimdir?,"Mustafa Kanık Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mühendislik, İnşaat Mühendisliğinde Zemin Mekaniği, Kaya Mekaniği ve Tahkimat, Uygulamalı Jeoloji"
Çetin Özay kimdir?,"Çetin Özay Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Tasarımı ve Makine Elemanları, İmalat Süreçleri ve Teknolojileri"
Sinan Akpınar kimdir?,"Sinan Akpınar Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Atomik, Moleküler ve Optik Fizik, Rüzgar Enerjisi Sistemleri"
Ayhan Orhan kimdir?,"Ayhan Orhan Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kırılma Mekaniği, Malzeme Bilimi ve Teknolojileri, Kaynak Teknolojileri, Malzeme Mühendisliği, Döküm Teknolojileri, Fiziksel Metalurji, Kaplama Teknolojisi, Kompozit ve Hibrit Malzemeler, Korozyon, Malzeme Karekterizasyonu, Malzeme Mühendisliğinde Seramik, Malzeme Üretim Teknolojileri, Metaller ve Alaşım Malzemeleri , Toz Metalurjisi, Üretim Metalurjisi"
Hasan Korkmaz kimdir?,Hasan Korkmaz Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kardiyoloji
Lütfiye Kadıoğlu Dalkılıç kimdir?,"Lütfiye Kadıoğlu Dalkılıç Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genomik ve Transkriptomik, Endüstriyel Mikrobiyoloji , Genomik, Hayvan Hücresi ve Moleküler Biyoloji"
Fatma Karaman kimdir?,Fatma Karaman Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim
Nurdilan Şener Çetin kimdir?,"Nurdilan Şener Çetin Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri, Hemşirelik, Doğum ve Kadın Hastalıkları Hemşireliği"
Osman Vedüd Eşidir kimdir?,Osman Vedüd Eşidir Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gazetecilik Çalışmaları
Ercan Aksoy kimdir?,"Ercan Aksoy Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genel Jeoloji, Yapısal Jeoloji ve Tektonik"
Murat Demirkol kimdir?,"Murat Demirkol Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim, Cinsiyet, Cinsellik ve Eğitim"
Mustafa Türk kimdir?,Mustafa Türk Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektronik
Aşır Yüksel Kaya kimdir?,"Aşır Yüksel Kaya Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Beşeri Coğrafyası, Kentleşme Politikaları, Bölge Planlamada Kent Coğrafyası, Kent Morfolojisi, Kent Tarihi, Planlamada Coğrafi Bilgi Sistemleri (CBS)"
